City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,maba,24.6841,113.5984,5.46,91,97,1.47,CN,1707410891
303,san antonio oeste,-40.7319,-64.9477,22.99,45,83,9.59,AR,1707410891
304,sandnessjoen,66.0217,12.6316,-1.94,86,100,8.23,NO,1707410891
305,el molar,40.7322,-3.5797,11.03,85,75,4.12,ES,1707410891
306,beloyarskiy,63.7119,66.6722,-6.67,90,100,4.02,RU,1707410891
307,terrace,54.5163,-128.6035,-3.05,86,75,1.03,CA,1707410892
308,isla vista,34.4133,-119.861,11.31,73,20,6.17,US,1707410892
309,sola,-13.8833,167.55,27.95,85,100,12.53,VU,1707410892
310,hermanus,-34.4187,19.2345,21.0,69,80,4.88,ZA,1707410892
311,natal,-5.795,-35.2094,32.36,62,75,7.2,BR,1707410892
312,tralee,52.2704,-9.7026,12.14,87,40,1.03,IE,1707410892
313,sydney,-33.8679,151.2073,18.73,75,100,4.63,AU,1707410750
314,puerto baquerizo moreno,-0.9,-89.6,27.55,83,40,5.66,EC,1707410810
315,raduzhny,62.0961,77.475,-7.63,96,100,2.99,RU,1707410893
316,bel ombre,-4.6167,55.4167,28.91,79,40,7.2,SC,1707410893
317,hede,33.7681,120.2517,-0.04,64,61,2.22,CN,1707410893
318,kapa'a,22.0752,-159.319,22.18,81,20,5.66,US,1707410893
319,balsas,-7.5325,-46.0356,35.76,36,93,3.24,BR,1707410893
320,maharajgani,26.1167,84.4833,12.12,53,12,3.63,IN,1707410893
321,yaren,-0.5472,166.916,27.94,82,100,7.05,NR,1707410894
322,pangody,65.85,74.4859,-5.28,93,99,8.2,RU,1707410894
323,montepuez,-13.1256,38.9997,23.16,89,100,0.86,MZ,1707410894
324,invercargill,-46.4,168.35,6.12,93,17,2.03,NZ,1707410894
325,indre arna,60.4247,5.4764,-1.3,84,36,2.49,NO,1707410894
326,rozenburg,51.9042,4.2486,5.0,89,100,4.12,NL,1707410894
327,igarka,67.4667,86.5833,-24.78,99,29,2.5,RU,1707410894
328,puerto armuelles,8.2833,-82.8667,31.99,59,49,0.45,PA,1707410895
329,franceville,-1.6333,13.5836,29.25,74,40,1.44,GA,1707410895
330,kayyerkan,69.3786,87.7439,-27.52,88,6,1.85,RU,1707410895
331,piti village,13.4626,144.6933,26.49,72,75,5.66,GU,1707410895
332,bardai,11.65,7.2333,28.46,12,16,3.81,NG,1707410895
333,sechura,-5.5569,-80.8222,29.78,59,43,2.39,PE,1707410896
334,lata,40.1629,-8.3327,16.01,95,100,5.19,PT,1707410896
335,north bend,43.4065,-124.2243,6.8,100,75,3.09,US,1707410896
336,amungan,15.3652,119.9582,24.41,81,17,1.57,PH,1707410896
337,talara,-4.5772,-81.2719,32.42,58,40,7.2,PE,1707410896
338,luau,-10.7073,22.2247,21.28,87,58,1.9,AO,1707410896
339,udachny,66.4167,112.4,-31.42,74,96,1.5,RU,1707410896
340,okha,53.5739,142.9478,-19.97,100,91,3.98,RU,1707410897
341,general villegas,-35.0328,-63.0125,41.95,18,99,4.62,AR,1707410897
342,al fuwayliq,26.4432,43.2534,14.76,25,0,4.85,SA,1707410897
343,isangel,-19.55,169.2667,25.1,77,95,4.12,VU,1707410897
344,whangarei,-35.7317,174.3239,16.31,95,71,1.7,NZ,1707410897
345,gelemso,8.8167,40.5167,21.21,46,62,1.41,ET,1707410898
346,challapata,-18.9,-66.7667,16.31,38,34,5.02,BO,1707410898
347,souillac,-20.5167,57.5167,27.21,89,75,6.17,MU,1707410898
348,podporozh'ye,60.9112,34.1706,-16.46,93,93,2.81,RU,1707410898
349,tidjikja,18.5564,-11.4271,31.03,7,0,5.41,MR,1707410898
350,ha tien,10.3833,104.4833,28.4,69,92,2.01,VN,1707410898
351,east london,-33.0153,27.9116,23.52,68,0,3.6,ZA,1707410709
352,okhotsk,59.3833,143.3,-26.74,85,31,3.77,RU,1707410899
353,ulsteinvik,62.3432,5.8487,-0.93,87,70,0.89,NO,1707410903
354,cockburn town,21.4612,-71.1419,23.11,57,68,7.51,TC,1707410903
355,santa marinella,42.0345,11.8536,13.95,90,17,6.22,IT,1707410903
356,breckenridge,32.7557,-98.9023,17.11,34,0,6.22,US,1707410792
357,san borja,-14.8167,-66.85,33.59,48,100,3.47,BO,1707410903
358,la cruz,23.9167,-106.9,22.06,70,66,2.03,MX,1707410903
359,sirte,31.2089,16.5887,16.96,49,0,1.37,LY,1707410904
360,savanna-la-mar,18.219,-78.1332,22.97,65,59,4.19,JM,1707410904
